model,framing,thinking_mode,effort,session_id,position,pair,version,riddle_id,repetition,riddle_text,model_answer,thinking_used,input_tokens,output_tokens,error
claude-opus-4-6,sequential,adaptive,high,s0_014,6,16,B,16B,s0_014,What do you call a fly with wings?,"**A fly.**

A fly normally has wings, so it's just called ""a fly"" — the riddle plays on the alternate version, ""What do you call a fly *without* wings? A walk.""",1,456,167,
claude-opus-4-6,sequential,adaptive,high,s0_015,1,15,A,15A,s0_015,"A girl has a book, but she is not reading it, she is not holding it, and it is not open. How is she using it?","**She is sitting on it.**

The book isn't being read, held, or opened, but it can still be used as a makeshift booster seat — a common way children use books without actually ""reading"" them.",1,75,109,
claude-opus-4-6,sequential,adaptive,high,s0_015,2,12,B,12B,s0_015,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than *the fence* could — and since a fence can't jump at all, even a small hop by the dog wins the bet.",1,166,111,
claude-opus-4-6,sequential,adaptive,high,s0_015,3,26,B,26B,s0_015,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

All four things — branches, fruit, a trunk, and leaves — are natural parts of a tree, making it a straightforward riddle with a literal answer.",1,234,164,
claude-opus-4-6,sequential,adaptive,high,s0_015,4,27,A,27A,s0_015,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It's yours because it was given to you, but in practice other people are the ones who use it most — to refer to you, call you, or get your attention.",1,292,63,
claude-opus-4-6,sequential,adaptive,high,s0_015,5,28,A,28A,s0_015,"I have cities, but no houses; forests, but no trees; and water, but no fish. What am I?","**A map.**

A map shows representations of cities, forests, and water, but since it's just a flat depiction, it contains none of the actual things — like houses, trees, or fish — that you'd find in those places.",1,364,73,
claude-opus-4-6,sequential,adaptive,high,s0_015,6,6,B,6B,s0_015,"Which of the following is the largest? A tiny triangle, a medium circle, or a large rectangle?","**The large rectangle.**

The answer is right in the wording — the adjectives ""tiny,"" ""medium,"" and ""large"" directly tell you the relative sizes, regardless of the shapes, making the ""large"" rectangle the biggest.",1,442,84,
claude-opus-4-6,sequential,adaptive,high,s0_016,1,3,B,3B,s0_016,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 4 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","## Answer: **There were only 3 people — a grandfather, his son, and his grandson.**

The grandfather and his son are the ""two fathers,"" while his son and grandson are the ""two sons"" (the middle person is both a father *and* a son), so 4 fish is more than enough for one each.",1,92,639,
claude-opus-4-6,sequential,adaptive,high,s0_016,2,12,B,12B,s0_016,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"## Answer: **Fences can't jump.**

The bet was that the dog could jump higher than *the fence could jump*, and since a fence can't jump at all, even the smallest jump by the dog wins the bet.",1,208,105,
claude-opus-4-6,sequential,adaptive,high,s0_016,3,15,A,15A,s0_016,"A girl has a book, but she is not reading it, she is not holding it, and it is not open. How is she using it?","## Answer: **She is sitting on it (or standing on it).**

She's using the book as a booster seat or a step stool — she's not reading, holding, or opening it, but she's still making use of it by sitting or standing on it to gain extra height.",1,294,114,
claude-opus-4-6,sequential,adaptive,high,s0_016,4,27,A,27A,s0_016,It belongs to you but everyone else uses it. What is it?,"## Answer: **Your name.**

It belongs to you, but other people are the ones who use it most — they say it, write it, and call you by it far more often than you use it yourself.",1,377,103,
claude-opus-4-6,sequential,adaptive,high,s0_016,5,1,A,1A,s0_016,"A cowboy rode into town on Sunday, he stayed one night and rode out on Sunday. How is this possible?","## Answer: **His horse's name was Sunday.**

The cowboy literally rode into town *on* a horse named Sunday, stayed one night, and then rode out *on* the same horse — Sunday.",1,452,75,
claude-opus-4-6,sequential,adaptive,high,s0_016,6,14,B,14B,s0_016,Has keys and can open locks. What am I?,"## Answer: **A locksmith.**

A locksmith literally has a collection of keys and has the ability and tools to open locks — fitting both parts of the riddle perfectly.",1,513,988,
claude-opus-4-6,sequential,adaptive,high,s0_017,1,17,B,17B,s0_017,I'm a number. Add me to myself and divide by 2. You will have me once more. How is that possible?,"**Any number at all.**

This works for every number because adding any number to itself doubles it, and dividing by 2 returns you to the original — it's a universal mathematical identity: *(x + x) ÷ 2 = x*.",1,71,174,
claude-opus-4-6,sequential,adaptive,high,s0_017,2,12,B,12B,s0_017,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than *the fence could jump*, and since a fence can't jump at all, even the smallest hop by the dog wins the bet.",1,172,114,
claude-opus-4-6,sequential,adaptive,high,s0_017,3,11,B,11B,s0_017,"A magician was boasting one day about how long he could hold his breath underwater. His record was 6 minutes. A kid who was listening said, ""I can hold my breath underwater for 1 minute using no type of equipment or air pockets!"" The magician told the kid if he could do exactly what he said, he'd give him $10,000. The kid did it and won the money. How is that possible?","**The kid held a glass of water over his head and held his breath for 1 minute.**

He was technically ""under water"" (beneath a container of water held above him), and holding your breath for just one minute while not submerged is something almost anyone can easily do.",1,317,170,
claude-opus-4-6,sequential,adaptive,high,s0_017,4,27,A,27A,s0_017,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It belongs to you, but other people are the ones who actually use it most often when they refer to you or address you.",1,397,53,
claude-opus-4-6,sequential,adaptive,high,s0_017,5,25,A,25A,s0_017,"I act like a cat, I look like a cat, yet I am not a cat. What am I?","**A kitten.**

A kitten acts and looks like a cat, but it's technically not yet a full-grown cat — it's a kitten.",1,457,57,
claude-opus-4-6,sequential,adaptive,high,s0_017,6,21,A,21A,s0_017,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be beheaded. What can he say to save himself?","**""I will be hanged.""**

This creates a paradox — if they hang him, his statement was true, so he should have been beheaded; but if they behead him, his statement was a lie, so he should have been hanged — since neither punishment can be carried out without contradiction, they must set him free.",1,529,164,
claude-opus-4-6,sequential,adaptive,high,s0_018,1,27,B,27B,s0_018,It belongs to you but no one else uses it. What is it?,"**Your name.**

It belongs to you, yet other people use it far more than you do — you rarely say your own name, but everyone else uses it to refer to you or get your attention.",1,59,539,
claude-opus-4-6,sequential,adaptive,high,s0_018,2,24,A,24A,s0_018,"Hands she has but does not hold, teeth she has but does not bite, feet she has but they are cold, eyes she has but without sight. Who is she?","**A doll.**

A doll has hands, teeth, feet, and eyes as part of her appearance, but since she is not alive, she cannot hold, bite, feel warmth, or see.",1,143,164,
claude-opus-4-6,sequential,adaptive,high,s0_018,3,8,B,8B,s0_018,How many bananas can you eat if your stomach is completely full?,"**None.**

If your stomach is completely full, you cannot eat anything at all, including bananas.",1,207,62,
claude-opus-4-6,sequential,adaptive,high,s0_018,4,10,A,10A,s0_018,"A horse was tied to a rope 5 meters long, and the horse's food was 15 meters away from the horse. How did the horse reach the food?","**The horse simply walked to the food.**

The riddle says the horse was tied to a rope, but it never says the other end of the rope was tied to anything — so the horse could walk freely to reach the food 15 meters away.",1,271,131,
claude-opus-4-6,sequential,adaptive,high,s0_018,5,22,B,22B,s0_018,"It can be driven, has wheels, and can't be sliced and remain whole. What is it?","**A car.**

A car can be driven, has wheels, and unlike something like a wheel of cheese (which can be sliced and still arguably remain a wheel), a car cannot be sliced apart and remain whole or functional.",1,352,407,
claude-opus-4-6,sequential,adaptive,high,s0_018,6,14,A,14A,s0_018,Has keys but can't open locks. What am I?,"**A piano.**

A piano has many keys used to play music, but none of them can open any locks.",1,418,46,
claude-opus-4-6,sequential,adaptive,high,s0_019,1,26,B,26B,s0_019,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

A tree is the one thing that naturally possesses all four of those features — a trunk, branches, leaves, and fruit.",1,60,53,
claude-opus-4-6,sequential,adaptive,high,s0_019,2,6,B,6B,s0_019,"Which of the following is the largest? A tiny triangle, a medium circle, or a large rectangle?","**A large rectangle.**

The adjectives directly describe their sizes, and ""large"" is the biggest of ""tiny,"" ""medium,"" and ""large,"" making the large rectangle the largest.",0,118,43,
claude-opus-4-6,sequential,adaptive,high,s0_019,3,23,A,23A,s0_019,What is full of holes and can still hold water?,"**A sponge.**

A sponge is full of tiny holes throughout its structure, yet it absorbs and holds water within those very holes.",1,174,56,
claude-opus-4-6,sequential,adaptive,high,s0_019,4,8,A,8A,s0_019,How many bananas can you eat if your stomach is empty?,"**One.**

After eating the first banana, your stomach is no longer empty, so you can only eat one banana on an empty stomach.",1,225,74,
claude-opus-4-6,sequential,adaptive,high,s0_019,5,30,A,30A,s0_019,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the egg still in it.**

Since six people each took one egg but there were only six eggs, the last person simply took the entire basket with the remaining egg inside, so one egg is still technically ""in the basket.""",1,288,91,
claude-opus-4-6,sequential,adaptive,high,s0_019,6,14,B,14B,s0_019,Has keys and can open locks. What am I?,"**A keyboard.**

A keyboard has keys (the buttons you press) and can open locks (such as typing in a password to unlock a computer or digital device).",1,359,629,
claude-opus-4-6,sequential,adaptive,high,s0_020,1,19,A,19A,s0_020,"I speak without a mouth and hear without ears. I have no body, but I come alive with wind. What am I?","**An echo.**

An echo ""speaks"" by repeating sounds and ""hears"" the original sound, has no physical body, and comes alive when sound travels through the air (wind).",1,70,156,
claude-opus-4-6,sequential,adaptive,high,s0_020,2,12,B,12B,s0_020,A guy bet his neighbor 50 bucks that his dog could jump higher than the height of a neighbor's fence. The neighbor took the bet and lost. How is that possible?,"**Fences can't jump.**

The bet was that the dog could jump higher than the fence could, and since a fence can't jump at all, even the smallest jump by the dog wins the bet.",1,154,108,
claude-opus-4-6,sequential,adaptive,high,s0_020,3,7,A,7A,s0_020,"If the end of the year is December 31st, what is the end of Christmas?","**The letter ""s.""**

The riddle is playing on the word ""end"" literally, so the ""end"" of the word *Christmas* is the letter ""s.""",1,223,74,
claude-opus-4-6,sequential,adaptive,high,s0_020,4,14,A,14A,s0_020,Has keys but can't open locks. What am I?,"**A piano.**

A piano has many keys (88 in a standard piano) but none of them can be used to open any lock.",1,279,52,
claude-opus-4-6,sequential,adaptive,high,s0_020,5,24,B,24B,s0_020,"Hands she has but does hold, teeth she has but does bite, feet she has but they are not cold, eyes she has but with sight. Who is she?","**A doll.**

A doll has hands but can't hold anything, has teeth but can't bite, has feet but they don't get cold, and has eyes but can't actually see.",1,350,211,
claude-opus-4-6,sequential,adaptive,high,s0_020,6,17,B,17B,s0_020,I'm a number. Add me to myself and divide by 2. You will have me once more. How is that possible?,"**Any number.**

This works for every number because adding any number to itself doubles it, and dividing by 2 brings it right back to the original value (x + x = 2x, and 2x ÷ 2 = x).",1,425,166,
claude-opus-4-6,sequential,adaptive,high,s0_021,1,21,A,21A,s0_021,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be beheaded. What can he say to save himself?","## **""I will be hanged.""**

This creates an unresolvable paradox: if they hang him, he told the truth and should have been beheaded, but if they behead him, he lied and should have been hanged—so neither sentence can be carried out, and he must go free.",1,76,200,
claude-opus-4-6,sequential,adaptive,high,s0_021,2,18,B,18B,s0_021,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, injecting venom with a single bite. What am I?","## **A stapler.**

Its metal staples are the ""pointed fangs"" that sit waiting on your desk, and when pressed down it crunches with piercing force to ""bite"" through papers and clamp them together—making the language of venom and victims a playful metaphor for an everyday office tool.",1,195,226,
claude-opus-4-6,sequential,adaptive,high,s0_021,3,29,A,29A,s0_021,"You're trapped in a room with three doors. The first leads to a room on fire, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three years. Which door is safest?","## **The third door.**

A lion that hasn't eaten in three years would be long dead from starvation, making it completely harmless.",1,319,67,
claude-opus-4-6,sequential,adaptive,high,s0_021,4,28,B,28B,s0_021,"I have cities, houses, forests, trees, water, and fish. What am I?","## **A map.**

A map contains cities, houses, forests, trees, water, and fish—all represented as illustrations or labels—without having any of the real things themselves.",1,375,60,
claude-opus-4-6,sequential,adaptive,high,s0_021,5,24,B,24B,s0_021,"Hands she has but does hold, teeth she has but does bite, feet she has but they are not cold, eyes she has but with sight. Who is she?","## **A doll.**

A doll has hands that don't hold, teeth that don't bite, feet that are cold (not alive), and eyes that don't truly see—she has all the features of a person but none of the functions.",1,454,251,
claude-opus-4-6,sequential,adaptive,high,s0_021,6,26,A,26A,s0_021,"I have branches, but no fruit, trunk, or leaves. What am I?","## **A bank.**

A bank has many ""branches"" (local offices), but since it's not a tree, it has no fruit, trunk, or leaves.",1,530,69,
claude-opus-4-6,sequential,adaptive,high,s0_022,1,10,B,10B,s0_022,"A horse was tied to a post using a 5-meter-long rope, and the horse's food was 3 meters away from the horse. How did the horse reach the food?","**The horse simply walked over to the food.**

The food was only **3 meters away**, and the rope was **5 meters long**, so the horse had more than enough rope to reach it — the puzzle is designed to make you overthink a problem that has a straightforward solution.",1,84,259,
claude-opus-4-6,sequential,adaptive,high,s0_022,2,19,B,19B,s0_022,"I speak with a mouth and hear with ears. I have a body, and I feel the wind. What am I?","**A person (a human being).**

All the clues — speaking with a mouth, hearing with ears, having a body, and feeling the wind — are straightforward descriptions of an ordinary human, and the riddle works by making you overthink and look for a trick answer when the simplest one is correct.",1,176,142,
claude-opus-4-6,sequential,adaptive,high,s0_022,3,22,A,22A,s0_022,"It can be driven, but has no wheels, and can also be sliced and remain whole. What is it?","**A golf ball.**

In golf, you can **""drive""** the ball off the tee and **""slice""** it (hit it with a curving trajectory), yet the ball has no wheels and remains perfectly whole after both shots.",1,272,196,
claude-opus-4-6,sequential,adaptive,high,s0_022,4,30,A,30A,s0_022,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the egg still in it.**

Five people each took an egg out of the basket, and the sixth person took the last egg *along with the basket*, so one egg technically remained ""in the basket.""",1,358,114,
claude-opus-4-6,sequential,adaptive,high,s0_022,5,11,A,11A,s0_022,"A magician was boasting one day about how long he could hold his breath underwater. His record was 6 minutes. A kid who was listening said, ""I can be underwater for 10 minutes using no type of equipment or air pockets!"" The magician told the kid if he could do that, he'd give him $10,000. The kid did it and won the money. How is that possible?","**The kid held a glass (or container) of water over his head for 10 minutes.**

He was technically ""under water"" — the water was above him — without actually submerging himself, so he didn't need to hold his breath at all.",1,502,98,
claude-opus-4-6,sequential,adaptive,high,s0_022,6,8,B,8B,s0_022,How many bananas can you eat if your stomach is completely full?,"**None.**

If your stomach is **completely full**, you cannot eat anything at all, including bananas — the riddle tricks you into trying to come up with a number when the obvious answer is zero.",1,577,82,
claude-opus-4-6,sequential,adaptive,high,s0_023,1,2,A,2A,s0_023,"You see a boat filled with people, yet there isn't a single person on board. How is that possible?","**All the people on board are married.**

The riddle plays on the double meaning of the word ""single"" — it doesn't mean there are no people, but rather that every person on the boat is married (i.e., not a *single* person).",1,67,125,
claude-opus-4-6,sequential,adaptive,high,s0_023,2,29,B,29B,s0_023,"You're trapped in a room with three doors. The first leads to a room of nothing, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three days. Which door is safest?","**The third door.**

A lion that hasn't eaten in three days would be dead from starvation, making it completely harmless to you.",1,179,67,
claude-opus-4-6,sequential,adaptive,high,s0_023,3,18,A,18A,s0_023,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, physically joining with a single bite. What am I?","**A stapler.**

The riddle uses violent imagery metaphorically — the ""pointed fangs"" are the staple's prongs, and the ""single bite"" refers to how a stapler pierces and physically joins sheets of paper together.",1,258,178,
claude-opus-4-6,sequential,adaptive,high,s0_023,4,27,A,27A,s0_023,It belongs to you but everyone else uses it. What is it?,"**Your name.**

It belongs to you because it's yours, but in practice other people are the ones who use it most often — to refer to you, call you, or address you.",1,330,62,
claude-opus-4-6,sequential,adaptive,high,s0_023,5,9,B,9B,s0_023,You have 10 peaches and 3 peaches are taken away. You now have 7 peaches. How is that possible?,"**It's simply correct math — 10 minus 3 equals 7.**

The riddle tricks you into thinking something is off or paradoxical, but it's actually a straightforward subtraction problem with no trick at all.",1,407,145,
claude-opus-4-6,sequential,adaptive,high,s0_023,6,26,B,26B,s0_023,"I have branches, fruit, a trunk, and leaves. What am I?","**A tree.**

All four clues — branches, fruit, a trunk, and leaves — are classic physical features of a tree, making this a straightforward riddle with no hidden trick.",1,479,162,
claude-opus-4-6,sequential,adaptive,high,s0_024,1,11,B,11B,s0_024,"A magician was boasting one day about how long he could hold his breath underwater. His record was 6 minutes. A kid who was listening said, ""I can hold my breath underwater for 1 minute using no type of equipment or air pockets!"" The magician told the kid if he could do exactly what he said, he'd give him $10,000. The kid did it and won the money. How is that possible?","**The kid held a glass (or cup) of water over his head and held his breath for 1 minute.**

He was technically ""under water"" without being submerged, making it easy to hold his breath for just one minute — well under the magician's 6-minute record, but fulfilling the literal claim exactly as stated.",1,137,183,
claude-opus-4-6,sequential,adaptive,high,s0_024,2,6,B,6B,s0_024,"Which of the following is the largest? A tiny triangle, a medium circle, or a large rectangle?","**The large rectangle.**

The adjectives themselves tell you the answer — regardless of shape, ""large"" is bigger than ""medium,"" which is bigger than ""tiny.""",1,237,81,
claude-opus-4-6,sequential,adaptive,high,s0_024,3,21,A,21A,s0_024,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be beheaded. What can he say to save himself?","**""I will be hanged.""**

This creates a paradox: if the statement is true, he should be beheaded (the punishment for truth), but that would make his statement false — and if it's false, he should be hanged, which would make it true. Since neither sentence can be carried out without contradiction, the prisoner goes free.",1,310,206,
claude-opus-4-6,sequential,adaptive,high,s0_024,4,30,A,30A,s0_024,There are six eggs in a basket. Six people each take one egg. How is it possible that one egg is still in the basket?,"**The sixth person took the basket with the egg still in it.**

Five people each took an egg out of the basket, and the sixth person took the last egg while it was still inside the basket — so one egg remained ""in the basket"" even after all six were taken.",1,419,90,
claude-opus-4-6,sequential,adaptive,high,s0_024,5,28,B,28B,s0_024,"I have cities, houses, forests, trees, water, and fish. What am I?","**A map.**

A map has cities, houses, forests, trees, water, and fish — but none of them are real; they are all just representations drawn on paper.",1,502,59,
claude-opus-4-6,sequential,adaptive,high,s0_024,6,20,A,20A,s0_024,"Railroad Crossing, look out for the cars. Can you spell that without any R's?","**T-H-A-T.**

The riddle asks ""Can you spell *that* without any R's?"" — and the word ""that"" is easily spelled without any R's.",1,564,124,
claude-opus-4-6,sequential,adaptive,high,s0_025,1,8,A,8A,s0_025,How many bananas can you eat if your stomach is empty?,"**One.**

After you eat the first banana, your stomach is no longer empty.",1,57,63,
claude-opus-4-6,sequential,adaptive,high,s0_025,2,16,A,16A,s0_025,What do you call a fly without wings?,"**A walk.**

Because without wings it can no longer fly, so it can only walk.",1,90,68,
claude-opus-4-6,sequential,adaptive,high,s0_025,3,14,A,14A,s0_025,Has keys but can't open locks. What am I?,"**A piano.**

A piano has keys (the black and white ones you press to play music), but none of them can open any locks.",1,128,52,
claude-opus-4-6,sequential,adaptive,high,s0_025,4,28,B,28B,s0_025,"I have cities, houses, forests, trees, water, and fish. What am I?","**A map.**

A map has cities, houses, forests, trees, water, and fish depicted on it, but none of them are real — they're just representations.",1,183,58,
claude-opus-4-6,sequential,adaptive,high,s0_025,5,22,B,22B,s0_025,"It can be driven, has wheels, and can't be sliced and remain whole. What is it?","**A car.**

A car can be driven, has wheels, and if you slice it in half, it certainly won't remain whole — unlike, say, a wheel of cheese, which can be sliced and still arguably serve its purpose.",1,247,463,
claude-opus-4-6,sequential,adaptive,high,s0_025,6,20,B,20B,s0_025,"Railroad Crossing, look out for the cars. Can you spell that without any T's?","**T-H-A-T.**

The riddle tricks you into thinking you need to spell ""Railroad Crossing, look out for the cars"" without any T's, but it's actually asking you to spell the word **""that""** — which you just did.",1,322,1337,
claude-opus-4-6,sequential,adaptive,high,s0_026,1,26,A,26A,s0_026,"I have branches, but no fruit, trunk, or leaves. What am I?","**A bank.**

A bank has ""branches"" (its various locations), but unlike a tree, it has no fruit, trunk, or leaves.",1,61,72,
claude-opus-4-6,sequential,adaptive,high,s0_026,2,4,B,4B,s0_026,A black dog stands in the middle of an intersection in a town painted black at night. All of the street lights are working. A car with two broken headlights drives towards the dog but turns in time to avoid hitting him. How could the driver have seen the dog in time?,"**The street lights illuminated the dog.**

The riddle is designed to make you focus on the darkness and broken headlights, but it clearly states that ""all of the street lights are working,"" which would provide plenty of light for the driver to see the black dog in the intersection.",1,156,351,
claude-opus-4-6,sequential,adaptive,high,s0_026,3,21,B,21B,s0_026,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be freed. What can he say to save himself?","**""I will be hanged.""**

This creates a paradox: if they hang him, then he told the truth and should be freed, but if they free him, then he lied and should be hanged — since neither outcome can be carried out without contradiction, the authorities cannot execute the sentence, and he saves himself.",1,252,317,
claude-opus-4-6,sequential,adaptive,high,s0_026,4,3,A,3A,s0_026,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 3 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","**There were only three people: a grandfather, his son, and his grandson.**

The son is both a father (to the grandson) and a son (to the grandfather), so the group consists of ""two fathers and two sons"" while actually being only three people — one fish each.",1,375,122,
claude-opus-4-6,sequential,adaptive,high,s0_026,5,7,A,7A,s0_026,"If the end of the year is December 31st, what is the end of Christmas?","**The letter ""s.""**

The riddle plays on the word ""end"" — rather than asking about a date, it's asking about the last letter of the word ""Christmas,"" which is ""s.""",1,460,80,
claude-opus-4-6,sequential,adaptive,high,s0_026,6,29,B,29B,s0_026,"You're trapped in a room with three doors. The first leads to a room of nothing, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three days. Which door is safest?","**The third door — the lion.**

A lion that hasn't eaten in three days would be dead from starvation, so it poses no threat to you.",1,560,534,
claude-opus-4-6,sequential,adaptive,high,s0_027,1,14,A,14A,s0_027,Has keys but can't open locks. What am I?,"**A piano.**

A piano has many keys (musical keys) but none of them can open a lock.",1,56,52,
claude-opus-4-6,sequential,adaptive,high,s0_027,2,3,A,3A,s0_027,"Two fathers and two sons went fishing one day. They were there the whole day and only caught 3 fish. One father said, that is enough for all of us, we will have one each. How can this be possible?","**There were only three people: a grandfather, his son, and his grandson.**

The son is both a father (to the grandson) and a son (to the grandfather), so ""two fathers and two sons"" actually refers to just three people, meaning one fish each works out perfectly.",1,133,125,
claude-opus-4-6,sequential,adaptive,high,s0_027,3,22,B,22B,s0_027,"It can be driven, has wheels, and can't be sliced and remain whole. What is it?","**A car.**

A car can be driven, has wheels, and unlike something like a pizza or a pie, it cannot be sliced apart and still remain a whole, functional object.",1,221,562,
claude-opus-4-6,sequential,adaptive,high,s0_027,4,17,A,17A,s0_027,I'm a number. Add me to myself and multiply by 4. You will have me once more. How is that possible?,"**Zero (0).**

Adding zero to itself gives zero, and multiplying zero by 4 still gives zero, so you end up with the same number you started with.",1,293,142,
claude-opus-4-6,sequential,adaptive,high,s0_027,5,23,B,23B,s0_027,What is not full of holes and can still hold water?,"**A sponge.**

This is the classic riddle typically phrased as ""What is *full* of holes but can still hold water?"" — a sponge is riddled with holes throughout its structure, yet it absorbs and holds water effectively.",1,349,282,
claude-opus-4-6,sequential,adaptive,high,s0_027,6,24,B,24B,s0_027,"Hands she has but does hold, teeth she has but does bite, feet she has but they are not cold, eyes she has but with sight. Who is she?","**A doll.**

A doll has hands but cannot hold anything, teeth but cannot bite, feet but cannot feel cold, and eyes but cannot actually see — she has all these features in appearance only, without any real function.",1,445,261,
claude-opus-4-6,sequential,adaptive,high,s0_028,1,21,B,21B,s0_028,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be freed. What can he say to save himself?","## **""I will be hanged.""**

This creates a paradox that prevents execution: if they hang him, his statement was **true**, so by the rules he should be freed; but if they free him, his statement was **false**, so he should be hanged — since they cannot carry out the hanging without contradicting their own rules, they are forced to set him free.",1,74,258,
claude-opus-4-6,sequential,adaptive,high,s0_028,2,22,B,22B,s0_028,"It can be driven, has wheels, and can't be sliced and remain whole. What is it?","## **A car.**

A car can be driven, has wheels, and if you slice it in half, it certainly won't remain a functioning whole — unlike, say, a deck of cards, which can be ""cut"" and still remain complete.",1,183,830,
claude-opus-4-6,sequential,adaptive,high,s0_028,3,6,A,6A,s0_028,"Which of the following is the largest? Circle, square, or triangle?","## **Triangle.**

Since no dimensions are given, the question is about the **words themselves** — ""triangle"" is the largest with 8 letters, compared to ""circle"" (6) and ""square"" (6).",1,256,291,
claude-opus-4-6,sequential,adaptive,high,s0_028,4,19,A,19A,s0_028,"I speak without a mouth and hear without ears. I have no body, but I come alive with wind. What am I?","## **An echo.**

An echo ""speaks"" by reproducing sound without a mouth, ""hears"" by responding to sound without ears, has no physical body, and comes alive as sound waves travel through the air (wind).",1,336,148,
claude-opus-4-6,sequential,adaptive,high,s0_028,5,10,B,10B,s0_028,"A horse was tied to a post using a 5-meter-long rope, and the horse's food was 3 meters away from the horse. How did the horse reach the food?","## **The horse simply walked to the food.**

The food was only **3 meters away** and the rope was **5 meters long**, so the horse had more than enough rope length to reach its food with ease — the riddle tricks you into assuming the distance is a problem when it isn't.",1,430,320,
claude-opus-4-6,sequential,adaptive,high,s0_028,6,18,A,18A,s0_028,"With pointed fangs, I sit and wait. With piercing force, I crunch out fate. Grabbing victims, proclaiming might, physically joining with a single bite. What am I?","## **A stapler.**

A stapler has pointed metal ""fangs"" (the staple), sits waiting on a desk, pierces through papers with force, and physically joins them together with a single ""bite"" — the staple crunching through and binding the sheets.",1,542,141,
claude-opus-4-6,sequential,adaptive,high,s0_029,1,9,B,9B,s0_029,You have 10 peaches and 3 peaches are taken away. You now have 7 peaches. How is that possible?,"**It's completely possible because 10 − 3 = 7.**

The problem is designed to make you overthink it, but the math is straightforward — if you start with 10 peaches and 3 are taken away, you are simply left with 7 peaches, exactly as stated.",1,75,162,
claude-opus-4-6,sequential,adaptive,high,s0_029,2,21,B,21B,s0_029,"If the prisoner tells a lie he'll be hanged, if he tells the truth he'll be freed. What can he say to save himself?","**He says: ""I will be hanged.""**

This creates a paradox that saves him — if they hang him, then he told the truth and should have been freed; if they free him, then he lied and should have been hanged — so the only practical resolution is to set him free, since hanging him would contradict the rules.",1,179,203,
claude-opus-4-6,sequential,adaptive,high,s0_029,3,29,A,29A,s0_029,"You're trapped in a room with three doors. The first leads to a room on fire, the second to an assassin waiting to kill you, and the third to a lion that hasn't eaten in three years. Which door is safest?","**The third door with the lion.**

A lion that hasn't eaten in three years would be dead from starvation, making it completely harmless and the safest choice.",1,309,73,
claude-opus-4-6,sequential,adaptive,high,s0_029,4,19,B,19B,s0_029,"I speak with a mouth and hear with ears. I have a body, and I feel the wind. What am I?","**A person (a human being).**

The riddle is designed to make you overthink it, but everything described — speaking with a mouth, hearing with ears, having a body, and feeling the wind — straightforwardly describes a human being.",1,377,478,
claude-opus-4-6,sequential,adaptive,high,s0_029,5,1,A,1A,s0_029,"A cowboy rode into town on Sunday, he stayed one night and rode out on Sunday. How is this possible?","**His horse's name is Sunday.**

The riddle uses ""Sunday"" to make you think of the day of the week, but the cowboy actually rode into town on a horse named Sunday, so he could stay one night and ride out on the same horse regardless of the day.",1,460,90,
claude-opus-4-6,sequential,adaptive,high,s0_029,6,20,A,20A,s0_029,"Railroad Crossing, look out for the cars. Can you spell that without any R's?","**T-H-A-T.**

The riddle asks ""Can you spell *that* without any R's?"" — and the word ""that"" contains no R's at all, so yes, you can easily spell it.",1,544,135,
claude-opus-4-6,sequential,adaptive,high,s0_030,1,28,B,28B,s0_030,"I have cities, houses, forests, trees, water, and fish. What am I?","**A map.**

A map contains representations of cities, houses, forests, trees, water, and fish, but none of them are real — they are just symbols and labels on paper (or a screen).",1,63,338,
